status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,
Satisfactory,validation-502,The `approveUSDPrice()` Function Allows a Price Feed Updater to Approve a Proposal After Disapproving It Without Decreasing `disapprovalsCount`,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L245","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-318,"`Pricefeed roles` who disapproved USD price can still approve the same USD price, breaking protocol invariant",Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L246","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-285,Double Approval Vulnerability in Approve and Disapprove Update Mechanism,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L247","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-369,Price Feeds can disapprove and approve the same proposal,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L248","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-269,It is possible for a Role.PriceFeed to both approve and disapprove the same proposal,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L249","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-342,Price Feed Caller can Approve and Disapprove USD Price At The Same Time,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L250","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-27,PriceFeed can vote for disapproval and approval for the same proposal,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L226","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-579,Approval After Disapproval in `approveUSDPrice` Function,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L229","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-121,PriceFeed can first `disapproveUSDPrice` and then `approveUSDPrice`,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L230","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-324,`approveUSDPrice` don't have a check to make sure proposal has disapproval before approval.,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L231","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-116,Possible double voting potentially could manipulate USD price logic,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L218","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-249,Possible approvals of disproven price proposals,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L288-L290,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L242","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L288-L290",validation-150,"DUPE-LockManager-003,DUPE-LockManager-010,DUPE-LockManager-037",
Satisfactory,validation-266,"`APPROVE_THRESHOLD` Set to 1 in `LockManager` Contract Requires 2 Approvals, Contradicting Expected Single Approval Behavior",Weird edge case of bad config,,Overinflated severity. Admin setting an APPROVE_THRESHOLD of 1,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L142,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L135C9-L135C38",https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L142-L174,,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L142-L174,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L135C9-L135C38",validation-162,"DUPE-LockManager-026,DUPE-LockManager-027",
Satisfactory,validation-78,Fee-on-tranfer tokens will mess up the accounting of the `LockManager` contract,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-410,Fee-on-Transfer tokens are not handled for the lock function,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-97,Incompatible with fee-on-transfer tokens,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-7,Contracts are vulnerable to fee-on-transfer accounting-related issues,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-393,Using Fee-On-Transfer Tokens will lead to user token loss.,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-380,Fee-On-Transfer Tokens Are Not Supported,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-407,Protocol doesn't work with fee on transfer tokens,WeirdERC20 (fee-on-transfer),,Reported by bot M-1 and disregarded by sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L373-L377,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-520,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-594,Unlocking tokens can lead to user permanently losing his locked tokens.,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-131,Missing `transferFrom` check leading to locking exploit,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-130,Unchecked Token Transfer,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-507,No checks for return value of token transfer,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-62,Unchecked ERC20 transfers can cause lock up,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-513,Incorrect Handling of ERC20 Transfers in Locking Mechanism,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-106,Funds locked due to missing transfer check,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-235,Missing return value check for transferFrom in _lock function,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-521,Users can increase their locked balance without actually transferring tokens when no-revert-on-failure tokens are used,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-3,Use safeTransfer consistently instead of transfer,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-218,Silent Token Transfer Failure in LockManager Contract Leads to Incorrect Accounting and Potential Loss of Funds,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-621,Return value of token.transferFrom() not checked,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-37,"The missing assertion of a boolean return value of `transferFrom` allows draining the whole market of a token if the token doesn't revert on failures, but just returns ""false""",WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-99,Locked tokens may be irretrievable if no-revert-on-failure tokens are used,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-248,Contract doesn't handle ERC20 token which `don't revert on failure` which cause user fund loss,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L423",validation-610,"DUPE-LockManager-011,DUPE-LockManager-012",
Satisfactory,validation-226,Use of .transfer() Instead of safeTransfer,WeirdERC20 (transfers),,Reported by bot M-4,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L376",validation-610,"DUPE-LockManager-004,DUPE-LockManager-011",
Unsatisfactory,validation-70,Missing validation for minLockDuration in configureLockdrop() could lead to malfunction of lock logic,Admin mistake,,User can create a lock < minLockDuration when lockdrop is not active,,,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L245-L249,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L349-L351","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L245-L249,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L349-L351",,,
Unsatisfactory,validation-52,"Lockdrop Configuration Allows Setting End Time to Current Block Timestamp, Making Lockdrop Immediately Expired.",Admin mistake,,Reckless admin mistake,,,,,,,
Unsatisfactory,validation-292,Duplicate Token Contracts in `configuredTokenContracts` Array Due to Flawed Logic in `configureToken` Function,Admin mistake + report is too vague in impact.,,Admin error. Assumes token configured with nftCost = 0,,,,,,,
Unsatisfactory,validation-58,Attackers can pre-empt transactions to gain more rewards,Any oracle update can be front-runned. Latency of the oracle is a design decision.,,,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L461,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L461,,,
Unsatisfactory,validation-77,Looping over unbounded array can result in a state of DoS,Array can grow in an unbounded fashion. Seems admin mistake,,Overinflated severity. Unrealistic DOS,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,
Unsatisfactory,validation-127,Permanent DoS due to non-shrinking array usage in an unbounded loop,Array can grow in an unbounded fashion. Seems admin mistake,,Overinflated severity. Unrealistic DOS,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,
Unsatisfactory,validation-537,If `configuredTokenContracts` will become large it will lead to DoS of some function.,Array can grow in an unbounded fashion. Seems admin mistake,,Clearly overinflated severity. Unrealistic DOS,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,
Unsatisfactory,validation-177,Looping over unbounding array may lead to DoS,Array can grow in an unbounded fashion. Seems admin mistake,,Clearly overinflated severity. Unrealistic DOS,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,
Unsatisfactory,findings-59,Setting a lock duration can be permanently DOS'd,Array can grow in an unbounded fashion. Seems admin mistake,,DOS would require a huge length value,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L122,,,
Unsatisfactory,validation-246,Unchecked transfer on the unlock function within the LockManager contract because it does not use SAFERC20 IERC20.safeTransfer instead it is incorrectly using IERC20.transfer,Bot finding,,Reported by bot M-4,,,,,,,
Unsatisfactory,validation-535,Dubious typecast in the functions called setLockDuration & _lock proposeUSDPrice & configureLockDrop and unlock function,Bot finding,inflated severity,Invalid. duration < MaxLockDuration,,,,,,,
Unsatisfactory,validation-113,LockManager.sol will not earn yield if `call` to `configureClaimableYield()` function fails because boolean `success` is not checked.,Call sucess not validated,,Out of scope. May be worth mentioning to sponsor,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/BaseBlastManager.sol#L40-L47,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/BaseBlastManager.sol#L40-L47,,,
